GlobalSignal	CompCorrVec1	CompCorrVec2	CompCorrVec3	CompCorrVec4	CompCorrVec5	CompCorrVec6	CompCorrVec7	CompCorrVec8	CompCorrVec9	CompCorrVec10	CompCorrVec11	CompCorrVec12
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0.00117147209927278	-0.112990900956885	0.00314215692656199	-0	-0.000265814227715506	-0.00568405826211063	-0.00112271750294834	0.000169070746731094	-0.0998050377068181	0.000171401822304251	-0.000558037990164585	-0.104107645895675	-0.00812864049860996
0	4.34495272274244e-20	4.50216332325857e-18	-8.05338391490682e-19	-2.07835395318511e-18	-5.32993186233811e-18	-1.09650155525709e-18	-2.36538304664515e-19	-2.16840222769089e-07	-2.49427739192604e-05	7.85168008689446e-06	1.04272679549923e-07	8.20093377880769e-06
0	7.89334962319707e-21	8.82093889652454e-18	-1.02259706918501e-18	-3.32718616359772e-17	9.3353453530809e-18	3.76275797763335e-17	-2.86872668280173e-17	2.03217165938585e-07	5.78585056299443e-06	5.2945386233302e-05	-5.97166932961248e-06	-1.74628280353562e-05
0	1.67412036434049e-22	1.22978378850804e-18	1.00328540041161e-18	4.4079262740057e-17	1.13596645185107e-17	-8.34860177069584e-17	3.71980247907827e-18	2.3151883828011e-08	-5.84858941952802e-06	6.22758113490545e-05	-1.08586920242658e-06	-7.20361080853745e-06
0	6.15179397705729e-25	3.26401918568783e-20	1.65691664451217e-18	4.50244191560495e-17	-3.99177244352588e-18	1.09471551356607e-17	3.743636169537e-18	3.45729571377708e-08	6.54538829088378e-06	2.23175131112387e-05	1.97339495232348e-07	-7.78072235908601e-06
0	5.69475540897071e-27	1.65503160832066e-21	-6.66599006262343e-19	7.69393044498237e-18	-9.13977032808993e-19	4.61918824133157e-18	1.46370725059583e-17	2.32373669746524e-07	2.42656927032833e-06	1.44301952335827e-05	-1.32917093985794e-06	3.04950924840757e-06
-0.00163302666391293	-3.45406082225358e-28	-4.89337982889162e-22	1.91274773644682e-18	-5.85751740149698e-18	8.38857123675652e-19	-5.88674728778192e-18	-3.26649003830656e-17	-1.70776961163615e-06	-1.93619681223688e-07	-3.68248285751304e-07	-9.4152488937389e-06	4.69613282875351e-07
0	-0	-0	-8.90019869327456e-18	-0	-0	-0	-0	-1.18151574658484e-10	3.5883853901915e-11	-1.78999045219821e-11	-4.18484933776754e-10	-2.50654775719981e-10
0	-0	-0	5.55547734280414e-19	-0	-0	-0	-0	5.09867219351153e-12	-5.45924880074087e-11	-3.23237229140844e-11	-3.89724489759331e-11	-3.94911457598836e-10
0	-0	-0	6.38054037298903e-19	-0	-0	-0	-0	3.67127478429379e-14	1.23972494897249e-11	-8.48741481632907e-11	1.1355665927443e-12	-3.43492077025168e-10
0	-0	-0	-8.23713071425205e-19	-0	-0	-0	-0	1.10957540763281e-13	2.50476488129484e-10	5.72598503370856e-11	-1.40538745545184e-12	1.54017434137511e-10
0	-0	-0	3.32545135092038e-18	-0	-0	-0	-0	7.9059318117967e-14	3.584495548099e-10	-1.19841892545713e-10	7.6280955647644e-12	-4.96654551567174e-10
0	-0	-0	1.25085590485779e-18	-0	-0	-0	-0	2.20459504295086e-15	1.80098401807575e-11	2.34162623065048e-10	-1.83158104583729e-12	2.59425285448082e-10
0	-0	-0	3.01613460548169e-18	-0	-0	-0	-0	-3.70728930226384e-15	-4.72108423872149e-11	-1.35776469728458e-09	1.23924335303137e-11	-4.35857902387942e-10
0	-0	-0	-8.69208005115622e-19	-0	-0	-0	-0	-1.84591715453541e-16	-3.51985549895611e-12	-2.16892797428699e-10	2.39321385484161e-12	-7.72197152940582e-10
0	-0	-0	-5.97189991549804e-18	-0	-0	-0	-0	-3.95763413685241e-18	-1.11535720865668e-13	-1.41156016008109e-11	1.85361838937319e-13	-3.17634901177422e-10
0	-0	-0	-2.3289832629247e-18	-0	-0	-0	-0	2.16987999009673e-20	9.07810802644629e-16	2.39348499079399e-13	-3.76050829996343e-15	4.03348766423617e-11
