GlobalSignal	CompCorrVec1	CompCorrVec2	CompCorrVec3	CompCorrVec4	CompCorrVec5	CompCorrVec6	CompCorrVec7	CompCorrVec8	CompCorrVec9	CompCorrVec10	CompCorrVec11	CompCorrVec12
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
0.00117147209927278	-0.112975283932749	0.00430739410045757	-8.84343660041671e-75	-0.00206556057771991	0.00473873274293207	-0.000351103112339309	0.000154759422212191	-0.0997575133887242	0.000234412738325207	-0.000781331472612962	-0.103835805208446	-0.010974075011126
0	3.3794744693057e-19	3.00342473132834e-17	-7.59131953226499e-20	-1.50194841271253e-17	2.61573506498364e-17	-3.64234839493637e-18	2.24972083725442e-19	-1.53745191536559e-06	2.32652837090815e-05	-3.63386046923485e-05	-8.64240526741954e-07	-2.73977881066435e-06
0	1.01015246585586e-19	7.6810378106417e-17	-7.25177352303934e-20	1.12435363432792e-16	-1.32917002428818e-16	1.23744680794413e-16	-1.21243001701899e-16	-6.62885892001213e-06	-1.11369586155085e-05	7.22494578866937e-05	1.01152857899305e-05	-0.000216255850265059
0	-9.08134771348451e-23	-4.34465099806715e-19	-1.11079292725179e-19	-2.65760680200876e-17	-1.12212165983413e-17	1.79857465295931e-17	-1.09107645673854e-17	1.90625711461225e-07	3.1924727445329e-06	-3.02441621500117e-05	5.35446760190747e-07	-1.42785575405089e-05
0	1.62630050993976e-24	4.16690226371268e-20	6.59739611032747e-20	1.23553142118183e-17	7.68322019948934e-18	1.26801503889564e-17	-7.15450220614363e-17	5.82776036505408e-07	-1.2903328138782e-07	7.57538492539763e-05	-7.08116179477994e-07	1.9346719577014e-05
0	-3.67719964566571e-27	-5.03327908761596e-22	-1.1050874489767e-20	-7.03312349233143e-19	-6.17229664232597e-19	-7.7673433521678e-18	-8.95301541925587e-18	2.08232720599768e-06	-9.69641244740316e-07	1.00031356644577e-05	1.47493008398445e-07	9.7476155100266e-06
0.00163302666391293	1.38135579851578e-28	8.92557888798992e-23	3.05792826782245e-19	3.75713096310432e-19	3.89563926801835e-19	7.79215554760256e-18	1.66807765831005e-17	7.36350307127886e-07	-3.31773146436047e-07	-7.70646979022962e-07	3.99632190570046e-06	2.27713651548674e-07
0	-0	-0	-1.08060228245967e-18	-0	-0	-0	-0	5.40231854486097e-11	-4.84101627326964e-11	4.80128238642822e-12	3.5379573658792e-10	-3.16024254007192e-10
0	-0	-0	-2.50091771632753e-18	-0	-0	-0	-0	1.04167390104669e-10	-1.95594886421237e-12	1.54674718950832e-11	-8.43552650901508e-10	-1.39712403575012e-10
0	-0	-0	-5.80429327106009e-19	-0	-0	-0	-0	1.31682392490032e-12	3.70699819829447e-12	9.36096515733305e-11	-4.58954954876034e-11	1.71109063140525e-09
0	-0	-0	3.58898447663488e-18	-0	-0	-0	-0	1.53612903331461e-13	3.45177410559474e-10	1.42512059393196e-11	2.90520944424687e-12	6.6441557024147e-11
0	-0	-0	-1.54477633755503e-19	-0	-0	-0	-0	-1.54156702599023e-13	-5.21209136826525e-10	3.13309208977027e-11	-1.3753568265522e-11	9.63219572810192e-10
0	-0	-0	-1.41740375811166e-18	-0	-0	-0	-0	-5.59957292223664e-15	-3.15029333953514e-11	-2.43706749766209e-10	1.92675417435806e-12	1.18820668039e-10
0	-0	-0	2.36777472493099e-18	-0	-0	-0	-0	-1.8342602444494e-15	-1.72107549629825e-11	-4.6414739505657e-10	5.9938611028674e-12	-2.10886440838782e-10
0	-0	-0	-7.9165816832755e-19	-0	-0	-0	-0	7.84617049307221e-18	1.0855350904191e-13	5.93054441553787e-12	-9.11478176162142e-14	1.69515402353192e-11
0	-0	-0	2.16586324612925e-18	-0	-0	-0	-0	-1.08072837043261e-19	-2.1267864623476e-15	-2.09657504466893e-13	3.67037973850353e-15	-9.80179111275534e-13
0	-0	-0	1.35779381444864e-18	-0	-0	-0	-0	3.33850172967528e-21	9.46390612041913e-17	1.75651215098546e-14	-3.56199018512161e-16	1.96095636844169e-13
