MetricPre,MetricPost,MOCOparam0,MOCOparam1,MOCOparam2,MOCOparam3,MOCOparam4,MOCOparam5,MOCOparam6,MOCOparam7,MOCOparam8,MOCOparam9,MOCOparam10,MOCOparam11
0,-1.14074905096898,1.00017089664388,-0.000850740772123679,-0.00217489411870266,0.00362839306173999,0.998043203202982,-0.00801157507795271,0.00397401783117065,-0.00198482747975356,0.995577674626312,0.0277241280584037,0.0751249597385345,0.21876722542641
0,-1.15539754180343,0.999503877991494,-9.26615890096539e-05,0.000908109536802508,0.000142257436750007,0.999595449481074,-0.00264132390789248,0.00228880486186508,-0.0010690520006001,0.993675908185897,-0.0752657115354208,-0.0640531036758747,0.108779735361801
0,-1.13824878730274,0.998808184626496,-0.000719699507392636,0.0017378173433336,-0.000431536774379598,0.998189419392456,0.00109846880671018,0.00165442072501529,-0.000353736847645468,0.994250700738808,0.0694686604597577,0.163858227179241,-0.0660687320433629
0,-1.14642892360415,0.999446404722094,-0.000292789669093962,0.000462392661244085,-0.000188468451250308,0.998196061018302,-0.00321996715983322,0.00251064432609135,-0.00122649435967506,0.994428611983385,0.0116969807381244,0.0386885277448255,0.109150378869192
0,-1.14978375979836,0.999278609836614,-0.000232539109441316,0.00256443993551425,0.00312931911989942,1.00009507983499,-0.000928501983298102,0.00256249833355368,-0.000788057258266025,0.99620508823865,-0.0711063889670165,0.0325648735093747,0.0894628384783576
0,-1.13991122051978,0.999410886727049,-0.0003651457764949,0.00164197644712029,0.00197637051762354,1.00031095566426,-2.69333065673194e-05,0.00331523856355375,-0.000161105963416121,0.99488547061329,-0.095788354240968,0.0385094159308496,0.00952775695514592
0,-1.12718181778157,1.00082911248601,-1.89844592700264e-05,-0.000176000922955553,0.000183054450959918,1.00163646402751,-0.00243804814493938,0.00134260508176081,-0.000201754990475128,0.995826743564841,0.0557574514168391,0.284982182072931,0.0810442499409937
0,-1.14900892256522,0.999563460130142,-0.000661464145042984,0.00115771831073943,0.000693807411776119,0.998672487046239,-0.00587304458923927,0.00213557826009731,-0.00141439694985895,0.994985314455337,-0.0116348988792496,-0.0538371457398219,0.135577729527448
0,-1.13651364666218,1.00000093018828,-0.000378921155755181,0.001568536692786,-0.000972641679725437,0.99973226994399,-0.00699858921038627,0.00150426044393732,-0.000944754899178393,0.99637525269941,0.154921940428713,0.196470977545784,0.176980612165553
0,-1.14580599068555,0.999256162492886,-0.000827733548780295,0.00198874158567888,0.000271176639904218,0.997506197990724,-0.0069489894630258,0.00268856648229134,-0.00185662090477946,0.994866077754254,-0.00737451712979921,0.0467312364417819,0.187762324521709
0,-1.15039804491658,0.999402529414766,-1.95316478915633e-05,0.00107132939360667,0.00205174789329856,0.99956752428519,-0.00270147657459521,0.00242497498145525,-0.00106641421258327,0.994366836059322,-0.0863828483395154,-0.0146839779549391,0.102132855407518
0,-1.14436061896305,0.998876461875815,7.19838793047665e-06,0.00158243386949961,0.0012115758065928,0.995422876035787,-0.00423802309360975,0.00255258073778233,-0.00236185703116528,0.993720611637723,-0.0403246147446431,0.254712170601436,0.17905744900526
0,-1.13743989736349,1.00049047931671,-0.000223745855281987,0.000685692152927458,-0.00125525251905857,1.00014138245722,-0.00650262441055495,0.00123312952806656,-0.00144261864065467,0.995849152681552,0.121210693268216,0.0883109616757469,0.192124459427766
0,-1.1529528268011,0.999229793235662,-0.000479882249715432,0.00125268126773152,-0.00101627661940481,0.993674128021525,-0.00382847087738819,0.00215723678177064,-0.00246712292160975,0.993751454798876,0.0356195421690908,0.308098430141113,0.213925524739697
0,-1.12893181910691,1.00040536776881,-0.000509346432826542,-0.000546631023073719,-0.000310898069447938,1.00379053755307,-0.00408729495017457,0.00197792759188914,-0.000649477690252397,0.996690557322284,0.0871238640648021,-0.0491715561992596,0.120852866455881
0,-1.14338252954212,0.998061559599222,-0.00208515688833905,0.00191899530870072,-0.00132368771275367,0.995750515595725,-0.00597931479844104,0.00162889755245361,-0.000640519643217149,0.994847455310737,0.19132430069504,0.20818292260469,-0.021595055046728
0,-1.15147749208997,0.999642448710779,-0.000520584921899391,0.00139528919907493,-0.000826360424027236,0.998458833300582,-0.00386952073474875,0.00219914111640613,-0.00106907490998629,0.993632543288741,-0.0174010399191733,-0.0492538028203983,0.117350442679394
0,-1.12563945381654,1.00076548296543,-0.000169887048179799,-0.00039517308418588,-0.000523843297726628,1.00096635991061,-0.00313478044334277,-0.00112336845065222,0.000514931019822792,0.996978915764734,0.0522313543140568,0.0308966180577071,0.056711135760516
0,-1.12604022222983,0.997449148854146,-0.00076813778828038,0.00322860710474138,-0.0032017056198033,0.999434230935252,-0.00104293925765672,0.00452180145734954,-0.000526873083562844,0.992161850612438,0.0465629050159385,-0.0870317938206842,0.0713411171113366
0,-1.13888753902515,0.998173610050006,-0.000554447535339282,-0.000121900997571958,-0.000520921621061077,0.999348606566745,0.00145995332697605,0.00321687697408837,-0.000304468978870918,0.991658286756733,0.00156577825704386,-0.0420322431578501,-0.070160738792603
0,-1.15448670357621,0.998458893309639,-0.000293056766795309,5.50120338132151e-05,-0.000962413279443518,0.997168958797115,0.00330014757262291,0.00189793486091807,-0.00135846103619325,0.993690640997732,0.00401348939245451,0.116161031613057,0.071021314392545
0,-1.12906235853301,1.00072086965205,-0.000772851811916857,-0.000598106878386069,0.00463521781705679,1.00110643637129,-0.00119620832368227,0.00104911117617514,0.000558875304755438,0.996307914204404,-0.137217058353803,0.348690447757748,-0.0759001908118055
0,-1.09037299670174,0.999322874875374,-5.64136331129252e-06,0.00059034795990749,-0.00109437254204272,1.00149152712212,-0.00204420959910728,-0.0019648539793315,0.000228295667918957,0.995590768887157,0.0744823794025683,0.397667787777991,-0.256138766573538
0,-1.11413636687841,1.00233698442839,0.000681541077367272,-0.00275877363220475,0.00450784037629607,1.00066229209631,-0.00745470211682061,0.000999929093616141,-0.000345505335280692,0.995696970569762,-0.0321194161967514,0.706828977426773,-0.102695179225495
0,-1.14278909337862,0.998984531099454,-0.000291650164210625,0.000700281059703921,0.00264870381242431,1.00001330466618,0.00122913882058276,0.00271042053671773,-0.00057549691013835,0.99563100360211,-0.10194473318466,0.060012858163729,0.081122213672107
0,-1.14862036607434,0.999402255884841,-0.000285610683861087,0.00139785182098341,-0.00124136473261525,0.998239779557022,-0.00543889581554924,0.00223066236780516,-0.00107818391183993,0.994138577840485,-0.075623938204814,-0.0902116465466657,0.0986869393235739
0,-1.14541300617401,0.998968094674431,0.000440235660658995,3.46115308654184e-06,0.000197396060721701,0.995871877480875,-0.0104422644283497,0.0016837354174875,-0.00182817260467686,0.993541121246921,0.0130937829677045,0.222549239231983,0.201389354319538
0,-1.09620518634634,1.00019856937196,0.000738798871340315,-0.00217836179479701,0.00109945976168125,1.00167265386175,-0.00541163401960547,0.00127507152959353,0.000260818844027187,0.996646870679988,-0.034054097812072,0.357672246808657,-0.114476931259869
