GlobalSignal	CompCorrVec1	CompCorrVec2	CompCorrVec3	CompCorrVec4	CompCorrVec5	CompCorrVec6	CompCorrVec7	CompCorrVec8	CompCorrVec9	CompCorrVec10	CompCorrVec11	CompCorrVec12
0	-0	-0	-0	-0	-0	-0	0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	0	-0	-0	-0	-0	-0
0	-0	-0	-0	-0	-0	-0	0	-0	-0	-0	-0	-0
0.000724579547045618	-0.0965319997830324	0.0302208683668262	-0	-0.0912106053719344	0.0227512086132214	-0.00457379780247031	0.00443344741215478	-0.0148751942745693	0.0124533416647111	-0.00675390516345701	0.0109174073678728	-0.022939411083155
0	-6.78009655976469e-17	-8.33670989743144e-17	8.09167910554631e-29	3.09716231658037e-16	-8.01613457702731e-17	-5.06994709510431e-06	-5.03705014826455e-06	-2.04903351901272e-06	9.36842674494735e-05	4.15896587336642e-05	-2.82618115169191e-05	7.0239051450842e-05
0	-7.45625570921083e-19	-1.39271651094115e-17	-2.35585913773269e-28	-1.00597010509806e-17	-2.39286398435757e-17	1.13277178562988e-05	-2.71160774928353e-05	-1.73298856057563e-06	4.00587978760584e-05	-8.1455169285304e-05	9.91166643179701e-05	-6.04406330321332e-05
0	-1.55723910696257e-19	-5.97398499807573e-18	-1.35721053552946e-28	-1.167577938009e-17	-8.44116266853535e-17	-3.38287436995713e-06	2.04144708349009e-06	-3.84706819956605e-05	5.7499461576831e-05	5.14667516131049e-06	-2.2158215069788e-05	0.000195375726781635
0	3.71441240089472e-27	2.91178729061204e-25	9.84498409715823e-28	1.51424767084361e-24	3.15550888741619e-23	-4.73324022974105e-09	-2.45150358873542e-10	2.39433318739216e-08	-3.23061669578873e-09	-2.45509985898978e-08	-5.76127662432382e-09	-7.50452930917264e-08
0	-0	-0	-3.837019442995e-27	-0	-0	4.64959621673989e-11	4.91934121684437e-10	6.23204336821032e-10	-1.67713327595316e-09	1.31597851191777e-09	-6.24612666727015e-11	-2.03631259832494e-09
-0.000313300903309256	-0.00231359838721331	-0.00435358551568659	3.2777170611933e-28	-0.00789685280747244	-0.0765944290694337	0.00543461272607141	0.000104606317338256	0.0109289096129604	-0.0400533648758521	0.0347723742218864	0.00306727340574607	-0.00805976277499973
0	-0	-0	8.70902439363997e-28	-0	-0	5.94565541777221e-11	2.37252819161238e-10	-1.79627950404384e-10	6.45564953264619e-10	7.59092864931387e-10	-1.57032669326996e-09	2.70826417083546e-09
0	-0	-0	7.06819371078027e-28	-0	-0	2.00341356386725e-12	-1.16576811322787e-10	-5.2263620423355e-10	-1.01936740677611e-09	-3.0514018168815e-10	3.65807615737853e-10	-4.48381939461241e-10
0	-0	-0	-2.01948391736579e-28	-0	-0	3.75996335327068e-12	9.8776187492486e-10	1.56883926325175e-09	1.79622449691139e-09	-1.59109235245298e-09	1.77139129146961e-09	5.81865575011195e-10
0	-0	-0	1.79229197666214e-27	-0	-0	-1.29865485147269e-14	-1.67493752227013e-11	-6.20844112099664e-11	-1.61305743670526e-10	-6.08312880746974e-10	-1.65723361115708e-10	2.78713244783061e-10
0	-0	-0	-1.51461293802434e-28	-0	-0	-2.66382502386545e-14	-5.34656041075252e-11	-2.21966187213261e-10	-6.12101172031626e-10	-2.39327567321263e-09	3.2610260152141e-10	1.48962938337443e-09
0	-0	-0	1.26217744835362e-29	-0	-0	-8.10604973349947e-16	-4.20598484873965e-12	-2.60872946764384e-11	-9.83692578726756e-11	-1.08078243518331e-09	-3.44357961771329e-09	-1.33263500308666e-09
0	-0	-0	3.53409685539013e-28	-0	-0	5.20214033486466e-18	6.55496501707273e-14	5.79616407304114e-13	2.84539571353863e-12	6.65647992673341e-11	5.76742695801179e-10	5.17857506250426e-10
0	-0	-0	8.07793566946316e-28	-0	-0	-4.97735607830211e-19	-1.42158966794381e-14	-1.70725053032286e-13	-1.04029910951563e-12	-4.19080083444802e-11	-5.95440323452516e-10	-6.68841071851091e-10
-0.000722955268919981	0.0963156055771593	-0.0301531227402206	-3.43105189964564e-28	0.0910061400489289	-0.0227002076007819	-0.0514768732328178	-0.0194573829509249	0.283645262369665	0.022282106756351	0.0780796642836956	0.0171455576805102	0.129367579417049
0	-0	-0	4.79627430374375e-28	-0	-0	1.55815250674266e-24	2.23563687131357e-19	4.88284288810328e-18	4.52568804146451e-17	5.16114770233953e-15	1.84358681147993e-13	3.11000997560941e-13
-0.000293061690273929	0.0390430990459081	-0.0122230592917698	3.82005893353275e-28	0.0368908207389999	-0.00920189878276511	0.0578903147172465	0.0132533520848344	-0.262908912278543	-0.0397330181033318	-0.068548619901568	-0.0324063600264977	-0.0969691067054831
0	-0	-0	-2.62532909257553e-27	-0	-0	1.92220386678743e-32	1.36647320607054e-26	5.38095312453982e-25	7.52727647230054e-24	2.36321883266253e-21	2.03961603671796e-19	5.0450681499843e-19
7.19225047107797e-05	-0.008428212157717	0.00887578765462268	-6.15311506072389e-29	0.0248987754023217	-0.00474749718364961	0.00104332536983044	-0.11130304447017	-0.0179733309711606	-0.00517130747346297	-0.0082229899748751	0.197396364312481	0.0223795010366045
0	-0	-0	-5.55358077275592e-28	-0	-0	8.34981344421183e-41	2.94118499050313e-34	2.08825191593881e-32	4.40900960318183e-31	3.81110653301919e-28	7.94826285691248e-26	2.88296408797951e-25
0	-0	-0	2.9282516801804e-27	-0	-0	-3.66145667634481e-46	-1.8587171183459e-39	-1.45315675415636e-37	-3.24627178551449e-36	-3.12113609075586e-33	-6.93031683743619e-31	-2.56587604243075e-30
