1.000000	1.000000	1.005440	1.000000	1.035550	1.038400	1.029490	1.010480	1.006980	1.006080	1.002570	1.005400	1.000930	1.001480	1.000000	1.019680	1.009060	1.011790	0.998462	1.004970	0.996812	0.998143	0.997261	0.999986	1.000060	1.000120	0.999266	0.998971	1.002830	1.000090	1.004390	1.003410	0.999090	1.003890	1.001270	1.004460	1.005320	1.000140	1.014050	0.999152	1	1	
1.000000	1.005500	1.000000	1.005500	1.000000	1.025050	1.010480	1.028590	1.000150	1.000280	0.999823	1.000770	0.999688	0.991836	1.000000	1.014210	1.015640	1.000690	0.995350	0.989428	0.992246	0.995406	0.995579	0.999038	0.998778	0.999637	0.997183	1.000060	0.999801	1.000850	1.001520	1.006430	1.001960	1.006010	1.006570	1.010570	1.006490	1.005950	1.004220	1.001790	1	1	
1.000000	1.000000	1.006730	1.000000	1.036000	1.021970	1.011990	1.005500	1.000140	0.997868	0.999581	0.998759	0.999007	0.979176	1.009290	0.999904	1.015000	1.000150	0.993274	0.989500	0.993095	0.990135	0.995585	0.996789	1.000030	0.997125	1.001800	0.999154	1.004110	1.000600	1.008310	1.003740	1.008970	1.005820	1.011660	1.013670	1.003290	1.011880	1.000400	1.003320	1	1	
1.000000	1.000000	1.000000	1.000000	1.032840	1.026570	1.030490	1.003090	1.003770	1.000050	0.994780	0.999728	0.997811	0.981379	0.997814	1.000270	0.999985	1.001080	0.993874	0.992609	0.988537	0.989742	0.991899	0.995769	0.997569	0.999109	0.999905	0.999963	1.000240	1.000150	1.003680	1.003040	1.004190	1.002740	1.008450	1.006570	1.001180	1.000310	0.999874	0.995448	1	1	
1.000000	1.000020	1.000000	1.000020	1.039050	1.041550	1.030640	1.011380	1.001940	1.004540	0.999857	1.001780	1.000730	1.000310	1.020770	1.038570	1.023380	1.018950	0.998185	1.018870	1.022890	0.990090	1.015440	0.995976	1.007930	0.999483	1.007270	1.000030	1.005130	0.999315	1.005680	0.997932	1.004030	0.997731	1.007670	1.000870	0.999829	1.002490	1.001120	1.014630	1	1	
1.000000	1.000010	1.000000	1.004330	1.042990	1.025020	1.036650	1.009550	1.006760	1.000190	1.000050	1.001370	1.007080	1.000100	1.000310	1.040140	1.023180	1.019480	0.997203	0.988312	0.996931	1.015860	1.000360	1.000060	0.998903	0.999799	0.999109	1.000590	1.004090	1.001950	0.999988	0.996954	0.997091	0.996110	1.003930	0.997489	0.996184	0.996007	0.983323	0.985486	1	1	
1.000000	1.000020	1.043330	1.044000	1.029370	1.035860	1.040960	1.010170	1.011490	1.000070	1.000110	1.000070	1.002790	0.999902	1.002790	1.019000	1.014040	1.007580	0.990238	1.004100	0.987032	0.998827	0.998235	0.995155	0.998644	0.993638	0.998152	0.996081	0.994592	0.993854	0.994278	0.995147	0.993156	0.994397	0.984943	0.981370	0.979509	0.978562	0.975472	0.980324	1	1	
1.000000	1.063290	1.066530	1.048760	1.043400	1.038500	1.041270	1.019830	1.003490	1.003410	1.001760	1.000170	0.993402	0.999970	0.996010	1.004290	1.015450	1.008810	1.019390	1.005720	1.016630	1.001150	1.008770	0.999700	1.002860	1.001610	1.006010	1.006430	1.006390	1.005250	1.010410	1.015260	1.013580	1.019290	1.019230	1.025690	1.000000	1.002770	0.999498	1.000000	1	1	
1.000000	1.069160	1.061840	1.048790	1.047780	1.046750	1.043030	1.024090	1.020490	1.007940	1.008420	1.001200	1.000730	0.991986	1.000110	1.002630	1.011510	1.002890	1.007410	1.001950	1.006250	1.010720	1.000450	1.003300	0.998300	1.002290	0.996891	0.999833	0.997187	0.999998	0.987746	0.996885	0.991175	0.991784	0.984275	0.994221	0.983476	0.994155	0.994875	0.999613	1	1	
1.079090	1.063920	1.060180	1.056830	1.042020	1.038570	1.027540	1.014120	1.013800	1.002040	1.003420	0.999784	0.990564	0.987103	0.996145	1.000740	1.016000	1.009030	1.013250	1.006470	1.002960	1.001720	1.000210	0.995790	0.996827	1.001210	0.998947	0.999938	0.998159	0.997102	0.992821	0.993021	0.994875	0.994907	0.977551	0.996166	0.981405	0.994316	0.993599	0.999546	1	1	
1.066890	1.059470	1.046640	1.043220	1.044580	1.034080	1.030300	1.009370	1.007190	0.999965	1.004290	0.999729	0.993203	0.987331	1.028210	1.003710	1.007710	1.002980	1.015690	1.020380	1.009440	1.005590	1.000930	0.999543	0.995384	0.997333	0.996493	0.996371	0.998025	0.994345	0.990884	0.993575	0.994379	0.992124	0.985972	0.986047	0.993648	0.999636	0.996731	1.000000	1	1	
1.084070	1.055990	1.042800	1.052780	1.044930	1.035870	1.022690	1.019910	1.005280	1.009190	1.001150	1.004600	0.990750	1.001370	1.023940	1.020670	1.020470	1.018820	1.009790	1.005010	1.013120	1.007140	1.007560	0.999879	1.000080	1.001830	1.000130	1.000710	1.000080	0.998852	0.997059	0.990803	1.001910	0.983110	1.010170	0.984265	1.032040	0.991349	0.998753	1.000000	1	1	
1.059240	1.000000	1.042700	1.043800	1.040030	1.024040	1.019710	1.001820	0.999769	0.999627	0.998155	0.998317	0.976601	0.994721	0.999362	1.002470	1.006580	0.994290	0.993337	0.989885	0.990658	1.006200	0.989450	0.995692	0.989262	0.993916	0.988417	0.993454	0.988615	0.992689	0.980953	0.993118	0.976105	0.985823	0.973206	0.985425	0.962551	0.983387	0.976981	0.977140	1	1	
1.000000	1.001730	1.006220	1.042420	1.038880	1.025400	1.018180	1.002510	0.999870	0.999644	0.999560	0.994888	1.001090	0.972961	1.016820	0.989827	1.017260	0.997943	0.991754	0.985700	0.994626	0.989293	0.996534	0.994412	0.998204	0.996933	0.997752	0.996575	0.996451	0.999294	0.994699	0.999899	0.991768	0.995328	0.979264	0.991128	0.980921	0.981581	0.999085	0.975352	1	1	
1.000000	1.030390	1.022800	1.046000	1.032990	1.021480	1.002760	1.001350	0.998706	0.997018	0.999579	0.994660	0.998316	0.973784	1.015330	0.997868	0.994160	0.997349	0.990642	0.985889	0.989052	0.986261	0.986983	0.987625	0.987548	0.986842	0.986440	0.985336	0.986697	0.985034	0.988232	0.989556	0.985551	0.995612	0.981594	0.999659	0.979144	0.983282	0.994717	0.977306	1	1	
1.000000	1.000000	1.006420	1.041610	1.027940	1.042930	1.005920	1.020470	1.000270	1.018010	0.998643	1.012520	0.986414	1.000500	1.000000	1.019790	0.999967	1.021160	0.995769	1.022150	0.998800	0.988114	1.011770	0.995546	1.003430	0.994013	1.005890	0.997176	1.003510	0.995941	1.000350	0.993715	1.013920	0.989651	1.013800	0.983605	1.001840	0.983778	1.007120	0.991690	1	1	
