GlobalSignal	CompCorrVec1	CompCorrVec2	CompCorrVec3	CompCorrVec4	CompCorrVec5	CompCorrVec6	CompCorrVec7	CompCorrVec8	CompCorrVec9	CompCorrVec10	CompCorrVec11	CompCorrVec12
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0
0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0
0.000521659730797473	-0.00262658052813893	0.00592363120073508	-0.0465244718979235	0.00244272797405227	-0.000883930639091585	0.0523486124347614	-0.000547922170939397	0.141841182961965	-0.000756099192412434	-0.0145062136026544	-0.00169301726491055	-0.000663200672821512
0	2.7584326509072e-17	-3.14085366641153e-17	-1.27197949300704e-17	1.99255060125076e-17	1.56818118465188e-05	-5.98411397307334e-06	3.84696614098527e-05	1.91984060634685e-06	4.80437058407179e-05	-7.53605682188356e-06	0.000637436760791416	-0.000347839923396088
0	-9.10396405912302e-17	-1.89837644080872e-16	-2.81490951161917e-17	9.55275264507314e-17	-1.36369413673195e-05	1.17852050519364e-06	3.33194573078324e-05	-4.17407505588873e-06	5.88743390060006e-05	2.83480944391274e-05	-0.000368370223407949	0.000614456310890715
0	1.07140742263558e-18	4.02625725610304e-18	1.15730609866924e-18	1.97480265581128e-16	1.0356816386089e-07	2.91660899682455e-06	-8.81435433405562e-06	-4.74084925814214e-06	-3.48733660541708e-06	2.02190096541601e-05	-1.70221567539372e-05	-2.19555172394396e-06
0	-4.08724023307322e-26	-2.73097305293009e-25	-1.47991639292992e-25	-6.65260297285892e-22	-6.723896948469e-10	1.08558821102497e-09	1.98770012437361e-09	3.57313216411457e-08	3.51091465405819e-10	-3.6082320530193e-09	-3.81542955613236e-09	-1.25552913497263e-08
0	-0	-0	-0	-0	7.11805748335067e-12	-2.16852844871803e-10	7.9094817550036e-11	-6.12324814067133e-10	-4.75418679125433e-11	-1.88842690781381e-11	8.68686589208825e-13	-6.78292614190394e-11
0	-0	-0	-0	-0	-7.14933552374608e-12	1.41510813790059e-10	7.72478068426394e-11	-4.81233308061609e-10	6.90966827294389e-11	2.23339920641754e-10	-5.41045271968901e-11	-9.01827004557607e-12
0	-0	-0	-0	-0	7.18590177365208e-11	3.75191319491501e-11	-4.68626599427046e-11	-8.83768924256039e-11	-3.44069007359689e-10	1.24625407262973e-10	1.54176115676386e-10	4.47085207012746e-10
0.00420312345550913	-0	-0	-0	-0	-4.45924099079296e-13	-4.62136152522298e-13	6.22044322140009e-11	-1.47342918837929e-11	-1.70098941302615e-11	-4.53605849040823e-10	5.54026393464975e-12	-8.53921929893244e-11
0	-0	-0	-0	-0	8.4236016187992e-14	4.41385409340937e-13	-2.49999250428564e-10	-3.46502544664999e-11	1.46992938377039e-10	-7.11563731013223e-10	-3.46593785552318e-10	7.64988328921701e-10
0.000949182967943082	-0.00477917951885784	0.0107783091394051	-0.0846533357109005	0.00444465165969967	-0.000460001889788958	0.0550878439955701	0.000316191617524927	0.147231416739462	-0.00100332930849687	-0.0167892408789691	-0.00251709550463439	9.80673522993983e-06
0	-0	-0	-0	-0	6.15965246531385e-17	4.03317589277674e-15	4.3599385956271e-10	7.04110159894623e-12	-2.97887036136142e-10	1.26640848105252e-10	-3.83913273791434e-10	-2.59207547225652e-11
0	-0	-0	-0	-0	3.19231062798432e-18	6.475350745079e-16	2.09680926922663e-10	4.73612177593786e-12	1.26838431127749e-10	1.11424954928419e-10	-3.23299730512972e-09	-1.16919920885453e-09
0.000228366845277332	-0.000105365661700509	0.000369772405334279	-0.000683951584617804	-0.0742437107834031	-0.000187555788716109	0.00421623874116897	-0.00545621213631648	-0.0179032161330931	-0.00769977800878662	-0.231012358112198	0.00720270845822206	0.005916369724911
0	-0	-0	-0	-0	-6.25861637712529e-22	-1.2982436962872e-18	-5.15670532739377e-12	-3.14019305218934e-13	-8.83909866909146e-10	5.24099550584348e-11	-3.38429404667193e-10	-1.7008905059707e-10
0	-0	-0	-0	-0	-7.79012613365798e-24	-4.97581266890594e-20	-5.79835287054125e-13	-4.82212859483428e-14	-2.00081753162431e-10	1.31914862149371e-11	-8.11618539262713e-10	2.79161845714225e-09
0	-0	-0	-0	-0	1.06797510218261e-26	2.0384087394429e-22	6.38911417149237e-15	6.91265626190069e-16	3.88646827149774e-12	-2.76896462228619e-13	4.41571258921665e-11	-1.86999873567422e-10
0	-0	-0	-0	-0	5.08497813321898e-30	2.77605667704127e-25	2.12330170485021e-17	2.86474945750703e-18	2.05490598427983e-14	-1.55466127686013e-15	4.79239019388037e-13	-2.29761890851667e-12
0	-0	-0	-0	-0	-9.86210271248554e-31	-1.55887409920851e-25	-3.00034993913295e-17	-5.10373593712108e-18	-4.73689455077657e-14	3.81981507287003e-15	-2.36673978170664e-12	1.28838472058138e-11
0	-0	-0	-0	-0	-5.52733417561656e-34	-2.47961803052843e-28	-1.16271431774623e-19	-2.45594550950868e-20	-2.8873151275984e-16	2.46662084950976e-17	-2.78756689513228e-14	1.67827878124477e-13
0	-0	-0	-0	-0	-2.77121686673965e-36	-3.60056380923943e-30	-4.45513272648678e-21	-1.20567466685582e-21	-1.87911018009957e-17	1.72372613196881e-18	-4.53190643400481e-15	3.25648324507235e-14
0	-0	-0	-0	-0	-4.09597879616859e-39	-1.50982681085616e-32	-5.00234202194742e-23	-1.72986488917677e-23	-3.55834945602084e-19	3.49981277821124e-20	-2.06580937732389e-16	1.74608949483493e-15
