0.000000	0.521293	0.475152	-2.751750	-1.614590	0.536009	0.589681	0.084683	0.578455	2.457560	0.962441	2.207350	0.607833	1.002680	0.717327	1.022790	0.425853	0.934415	0.504297	0.999892	0.871546	-0.242467	0.734444	0.316906	1.510990	0.281811	1.683660	0.475460	1.528970	0.597273	1.482470	0.594146	1.367180	0.407299	1.429910	0.486432	1.847690	0.599649	2.582490	2.082340	0	0	
0.047458	-1.633030	-2.387910	-3.110760	-2.955530	-1.102060	-1.597550	-1.255140	-1.415260	0.086357	-0.443675	0.740663	-0.608027	1.267660	-0.102712	1.335770	-0.505307	0.658275	0.906481	-0.074770	1.772910	2.457570	1.171920	0.967239	0.993827	0.141452	1.325690	-0.357263	1.319110	1.054980	2.122880	1.065020	2.155920	1.366340	1.775320	1.685990	0.504822	3.416880	-0.587749	4.171570	0	0	
-1.707370	-3.486290	0.352119	-3.902200	-1.358130	-4.101730	-1.751640	-1.476440	1.132360	-0.215017	2.546840	0.389309	2.302300	-0.710974	0.915336	-0.625447	0.725847	-0.350603	0.471509	-0.031009	-0.007183	0.645279	-0.283562	0.973299	-0.828777	0.764750	-0.084666	1.456370	1.014140	1.723830	1.641250	1.712530	1.727300	1.785320	2.351410	1.246160	0.809510	2.860810	3.176240	2.951980	0	0	
-1.707370	0.000000	-1.906650	-3.699070	-3.217320	-2.577590	-2.667290	-1.667760	-0.928007	0.497061	-0.315851	0.790041	-0.515705	0.650129	-0.570944	0.395608	-0.917829	0.660530	0.356879	0.739963	0.523726	-0.527663	0.651255	0.128730	0.980095	0.241383	1.177560	0.936551	1.107460	1.389590	1.212050	1.757100	0.919655	1.976770	1.354540	2.291760	1.781320	2.797380	1.691170	2.983460	0	0	
0.000000	-2.235660	-1.191270	0.131222	0.189770	0.474165	-2.167580	-1.660780	-0.962129	0.565223	0.810038	0.699015	-0.674178	0.419511	-0.543762	0.382262	-0.600190	0.632228	0.451274	0.535561	0.494973	0.894062	-0.448920	1.217900	0.519042	1.300720	0.518232	1.135930	0.585248	1.416280	0.800225	1.185670	0.751572	1.486650	0.931702	2.101350	1.611110	3.354260	1.157270	4.166940	0	0	
0.000000	-2.270220	0.442452	-2.474930	0.397263	0.958993	0.397263	-0.110328	-0.019827	1.017490	0.743823	0.845599	-0.341302	0.778741	0.548819	0.464452	0.519761	0.538089	0.504898	0.701422	0.646492	0.554391	0.900876	0.585796	0.945505	0.799115	0.976759	0.845330	0.923670	0.906057	1.160020	0.908478	0.652806	0.698593	1.230040	0.679711	1.690550	0.975451	2.562350	1.821400	0	0	
-0.121601	-1.745040	0.582679	-2.680230	0.250200	-1.548810	-0.971344	0.368996	-0.306007	2.028460	2.373370	2.511850	1.973200	1.936470	1.642760	1.710170	0.272020	0.257618	-0.034344	1.320710	1.060720	0.906240	2.166930	1.434950	0.743113	1.307300	0.246605	1.617560	-0.182588	1.612870	0.778563	1.257180	0.013372	1.625200	0.836130	1.733000	-1.195610	3.742820	0.558539	3.454380	0	0	
-3.470260	0.000000	-3.293300	-3.468230	-3.492250	-3.014260	-2.452970	-1.492110	-0.834042	0.610853	-0.312420	0.751643	1.779570	0.471504	-0.404198	-0.622218	-0.335273	-0.361271	0.058552	0.162783	0.688597	1.170940	0.485334	0.756470	0.975946	0.720883	0.782253	0.831454	0.828142	1.760070	0.835216	1.694720	0.816488	1.208940	0.779542	0.688272	1.034290	0.521618	0.837839	0.584072	0	0	
0.000000	-2.631290	-0.763689	-3.966270	-1.986350	-2.494270	-2.472760	0.134832	-0.210475	1.486950	1.573830	0.262997	1.028290	1.204880	1.018910	-0.649388	0.665112	-0.313334	0.602321	0.302958	0.222461	0.170283	0.145809	0.113273	0.558495	0.005530	0.624969	0.303398	1.709300	1.375300	2.388460	1.503840	2.111820	2.138810	2.499790	2.182620	1.426950	3.443840	2.049550	2.797800	0	0	
-1.722220	-3.349320	-1.708020	-3.398970	-3.061450	-2.860280	-1.577190	-2.428570	-0.668855	0.128182	0.701029	0.832549	-0.360744	0.443485	1.673090	-0.431875	-0.574141	0.624528	0.062728	0.670394	1.193720	0.862451	0.891481	0.791589	0.756567	0.851167	0.924792	1.899900	1.255210	2.065740	1.968020	2.102150	2.009440	2.450440	3.006780	2.757400	1.847490	4.283180	2.484220	1.162970	0	0	
