MetricPre,MetricPost,MOCOparam0,MOCOparam1,MOCOparam2,MOCOparam3,MOCOparam4,MOCOparam5,MOCOparam6,MOCOparam7,MOCOparam8,MOCOparam9,MOCOparam10,MOCOparam11
0,-1.15864405561157,1.00164353460708,5.46794386693736e-05,0.000498818886326538,0.00091013297516783,1.00039825062955,-0.000981309431835632,0.000491774846635506,-0.000379440481205786,0.994907398204824,-0.0541104027822436,0.133689385865818,-0.0301865865684914
0,-1.14965302525671,0.999249982810624,0.000144572519756372,0.000678520984089352,-0.00236658698121297,1.00229379597485,-0.00270171573245547,-0.0013462659175429,-0.000321403032019637,1.00036969138631,-0.0411897230471952,-0.0590804528966413,0.103030408626806
0,-1.15483872049747,1.00111057634748,7.30868134170151e-05,0.00149140102542748,0.000629565774932907,0.999725847139383,-0.00094236096150682,0.000880658069539658,-0.000594323968530943,0.992984213250807,-0.0299241764001097,0.14700113596909,-0.0261225899828547
0,-1.1603752675691,1.00144972393926,-0.000180301971931199,0.000566983906204493,0.00198423719914382,1.00034686563651,-0.00236651863048307,0.000437171411072317,-0.000605547949808737,0.993416038259585,-0.0266769762230977,0.145271557153794,-0.0229150077417446
0,-1.15633625713,1.00130704137916,-0.000276007503082452,0.000514278340297362,0.00115815064207704,0.999136716046831,-0.000557952140558104,0.00095190775674185,-0.000416205287123232,0.994040319607356,-0.0222235017504259,0.190303914220416,-0.047851254170691
0,-1.15686239958049,1.00019539220154,-6.66902072421754e-05,-0.0010358252864965,0.00120468441399073,0.997110810859678,-0.00414667489455695,-0.000515535422793541,-0.000846362364004179,0.997760498104612,-0.0332949481178937,0.0195410240523615,0.134475740968246
0,-1.15949747534455,1.0020880745962,-5.13794234173261e-05,9.91427385694854e-05,0.00206090652903323,1.00053880185003,-0.00168272112889109,0.00079097016773906,-0.000236737058492946,0.994254216683029,-0.040521586602422,0.178976391933132,-0.0313603312772177
0,-1.1594625437748,1.00042506056512,-0.000288500919536891,0.000192073366776888,0.00136588724193101,1.00030562576247,-0.000312490261181491,-3.89414303533487e-06,-0.000193795795054988,0.996490086104689,-0.0161049306865549,0.166549837088964,-0.00136376366338065
0,-1.15216661073315,1.00095843952293,-0.000380074886580387,0.000837499766256813,0.00150387728260428,0.999357073217851,-0.000206914999836659,0.00148900152274834,-0.000386030762634537,0.991958326839008,-0.00391342248395355,0.18668679969244,-0.0748995322885494
0,-1.15504377912946,0.999748823978747,0.00042809822750632,-0.000839691191776885,0.000931156837685162,0.996072215805967,-0.00389548750745813,-0.00078755973503541,-0.0011506392380281,0.999172882882875,-0.0793991263672663,0.130346623981243,0.187568743511269
0,-1.16571519423624,1.00104781183108,-0.000147003757734043,0.000397400690217357,0.00150282976785528,1.00099347513493,-0.00138935863055428,0.000613294549050951,9.0070653865341e-05,0.997923806469992,-0.0396701562511383,0.214274886551673,0.00308540405157554
0,-1.15138287186032,1.00017306480352,0.000417890373700271,-0.00116645981514368,0.000111814197003065,0.997754120699912,-0.00327680017823126,-0.00172975187346321,-0.000681507956896143,1.00031636200578,-0.0795355719823677,0.00953479525580004,0.165625155118335
